#{"t_start": 1770256121.3913755, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
0.0,30,92.818878,False
0.0,30,154.905138,False
0.0,30,209.794679,False
1.7,30,271.650916,True
0.0,30,323.334147,False
1.7,30,384.736099,False
0.0,30,453.14362,False
1.6,30,497.662307,True
0.0,30,561.877926,False
0.0,30,627.537177,False
0.0,30,686.635859,False
0.0,30,750.636872,False
0.0,30,805.913486,False
0.0,30,861.978966,False
0.0,30,920.931804,False
2.9,30,983.18137,True
1.6,30,1046.939851,True
1.2,30,1106.574896,True
0.0,30,1176.40285,False
0.0,30,1253.327692,False
1.6,30,1324.920889,True
0.0,30,1377.529828,False
0.0,30,1437.670739,False
0.0,30,1499.093372,False
0.0,30,1565.464612,False
0.0,30,1629.985315,False
0.0,30,1692.886514,False
0.0,30,1757.322393,False
0.0,30,1820.377383,False
0.0,30,1888.770869,False
2.9,30,1961.562033,True
0.0,30,2028.800922,False
0.0,30,2094.502582,False
0.0,30,2147.691526,False
0.0,30,2558.286301,False
0.0,30,2615.344433,False
0.0,30,2679.508863,False
0.0,30,2742.54889,False
0.0,30,2800.463351,False
0.5,30,2864.785137,True
0.0,30,2924.700912,False
0.0,30,2987.315731,False
0.0,30,3053.764842,False
0.0,30,3123.292646,False
0.0,30,3187.318496,False
0.0,30,3247.852874,False
0.0,30,3315.0931,False
3.0,30,3372.867196,True
0.0,30,3439.723023,False
0.0,30,3499.284733,False
0.0,30,3564.74245,False
0.0,30,3626.953778,False
0.0,30,3684.92374,False
0.0,30,3740.913966,False
0.0,30,3803.534449,False
0.0,30,3862.951934,False
1.1,30,3925.019156,True
2.1,30,3985.327449,True
0.0,30,4038.136003,False
0.0,30,4089.355466,False
0.0,30,4153.590079,False
0.0,30,4210.992657,False
0.0,30,4275.606817,False
3.0,30,4337.821922,True
0.0,30,4406.483283,False
0.0,30,4462.656652,False
0.0,30,4519.862016,False
2.5,30,4579.067944,True
3.0,30,5060.782418,True
1.8,30,5120.498779,True
0.0,30,5168.493401,False
2.8,30,5220.993924,True
0.0,30,5290.722333,False
0.0,30,5352.479969,False
0.0,30,5413.345912,False
0.0,30,5473.18381,False
0.0,30,5528.29602,False
1.9,30,5578.563477,True
0.0,30,5637.502847,False
2.9,30,5706.168475,True
0.0,30,5758.880194,False
0.0,30,5820.08804,False
0.0,30,5874.365109,False
0.0,30,5931.655945,False
0.8,30,5986.899136,True
0.0,30,6048.616321,False
0.0,30,6100.14396,False
0.0,30,6157.568888,False
0.0,30,6223.117558,False
0.0,30,6284.438384,False
0.0,30,6349.692651,False
0.0,30,6404.387608,False
0.0,30,6460.188273,False
1.8,30,6522.71053,True
0.0,30,6586.864627,False
0.0,30,6642.489665,False
0.0,30,6696.171378,False
2.0,30,6756.966977,True
0.0,30,6831.76005,False
