#{"t_start": 1770256119.971863, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
0.0,30,94.195497,False
0.0,30,156.328259,False
0.0,30,211.674055,False
0.0,30,273.238505,False
3.0,30,325.717987,True
0.0,30,386.801098,False
0.0,30,453.980452,False
1.2,30,499.728589,True
0.0,30,563.063429,False
0.0,30,629.401472,False
0.0,30,687.993832,False
1.5,30,751.654016,True
0.0,30,807.48608,False
0.0,30,862.92745,False
1.7,30,922.036976,True
3.0,30,985.964566,True
2.4,30,1047.197018,True
0.0,30,1108.113436,False
0.0,30,1177.558889,False
0.0,30,1253.666608,False
0.0,30,1325.777677,False
2.4,30,1378.817643,True
0.0,30,1438.606988,False
0.0,30,1500.266607,False
0.0,30,1567.028971,False
3.0,30,1631.001508,True
0.0,30,1694.447854,False
0.0,30,1759.193411,False
0.0,30,1821.665128,False
0.0,30,1890.500792,False
3.0,30,1963.24888,True
0.0,30,2029.927413,False
0.0,30,2095.686796,False
0.0,30,2149.139177,False
3.0,30,2559.52186,True
2.2,30,2617.593016,False
0.0,30,2681.151665,False
0.0,30,2744.209048,False
0.0,30,2802.459029,False
0.0,30,2865.004141,False
0.0,30,2925.857157,False
0.0,30,2988.810865,False
3.0,30,3056.471895,True
0.0,30,3124.738122,False
0.0,30,3188.281314,False
0.0,30,3249.395348,False
0.1,30,3316.643151,False
2.7,30,3373.160235,True
0.0,30,3441.19787,False
1.3,30,3500.515787,True
2.8,30,3565.777534,True
0.0,30,3628.488078,False
0.0,30,3687.01406,False
1.7,30,3742.162442,True
2.4,30,3804.306309,True
0.0,30,3863.80439,False
0.0,30,3926.746728,False
0.0,30,3986.92729,False
2.1,30,4038.502156,True
0.0,30,4090.796777,False
2.7,30,4154.436035,True
0.0,30,4214.241792,False
1.6,30,4276.817378,True
0.0,30,4339.109425,False
0.0,30,4407.852084,False
2.4,30,4463.947661,True
0.0,30,4521.265616,False
3.0,30,4581.500954,True
2.9,30,5059.953707,True
2.2,30,5122.279246,True
0.0,30,5170.431357,False
0.0,30,5222.944298,False
2.9,30,5290.291314,True
0.0,30,5353.808768,False
0.0,30,5414.743062,False
3.0,30,5475.685234,True
2.7,30,5529.421153,True
2.7,30,5580.81779,True
0.0,30,5638.339007,False
0.0,30,5707.081908,False
0.0,30,5760.484493,False
0.0,30,5821.095771,False
0.0,30,5876.235135,False
0.0,30,5933.421649,False
2.4,30,5988.934258,True
2.8,30,6049.311215,True
0.0,30,6101.825415,False
2.6,30,6158.721861,True
2.3,30,6224.423493,True
3.0,30,6286.225142,True
0.0,30,6350.857522,False
0.0,30,6405.965622,False
1.9,30,6461.349002,True
0.0,30,6524.719792,False
0.0,30,6587.694981,False
0.0,30,6643.261914,False
0.0,30,6697.555511,False
0.0,30,6758.544739,False
0.0,30,6832.906795,False
0.0,30,6886.411316,False
3.0,30,6941.77233,True
0.2,30,7006.895935,True
2.9,30,7426.38293,True
0.0,30,7483.470032,False
0.0,30,7545.034936,False
0.0,30,7603.932619,False
0.0,30,7651.579691,False
0.0,30,7696.672915,False
0.0,30,7753.080303,False
0.0,30,7814.230752,False
0.0,30,7862.801676,False
1.3,30,7930.600361,True
0.0,30,7989.262154,False
0.0,30,8049.407882,False
0.0,30,8109.42136,False
0.0,30,8162.422093,False
0.0,30,8224.867541,False
0.0,30,8272.725359,False
0.0,30,8336.654154,False
1.8,30,8391.639252,True
0.0,30,8452.429062,False
0.0,30,8516.103155,False
0.0,30,8573.198538,False
0.0,30,8633.001959,False
0.0,30,8691.315919,False
0.0,30,8745.623003,False
3.0,30,8805.128892,True
0.0,30,8861.961864,False
0.8,30,8923.944268,False
0.0,30,8978.476858,False
0.0,30,9048.680947,False
0.0,30,9103.09807,False
0.0,30,9173.135437,False
0.0,30,9239.37894,False
0.0,30,9285.733677,False
0.0,30,9341.915199,False
0.0,30,9721.786686,False
2.5,30,9782.697249,True
0.0,30,9848.349878,False
1.0,30,9905.702202,True
0.0,30,9968.145426,False
0.0,30,10026.284473,False
0.0,30,10098.286972,False
0.0,30,10153.848521,False
0.0,30,10205.055916,False
0.0,30,10263.723639,False
0.0,30,10325.474361,False
0.0,30,10394.461618,False
0.0,30,10452.09156,False
2.7,30,10521.825865,True
2.0,30,10591.327116,True
0.0,30,10654.753857,False
0.0,30,10721.626343,False
0.0,30,10773.801908,False
0.4,30,10836.131774,True
3.0,30,10896.983418,True
0.0,30,10954.339243,False
0.0,30,11015.161074,False
0.0,30,11077.168767,False
1.6,30,11139.256601,True
0.0,30,11199.099682,False
2.7,30,11259.623803,True
0.0,30,11312.20258,False
2.5,30,11365.586304,True
0.0,30,11422.997594,False
3.0,30,11480.298202,True
0.0,30,11542.331132,False
0.0,30,11605.321464,False
2.5,30,11659.764001,True
2.4,30,11712.081688,True
2.4,30,12127.00567,True
0.0,30,12190.298174,False
