#{"t_start": 1770256123.6846645, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
0.0,30,90.617558,False
2.0,30,153.926649,True
0.0,30,208.159617,False
1.7,30,268.98596,True
0.0,30,321.034642,False
2.9,30,383.214898,True
0.0,30,451.128629,False
2.3,30,496.318714,True
0.0,30,560.311329,False
0.0,30,625.28217,False
0.0,30,684.262884,False
0.0,30,748.260983,False
0.0,30,803.542276,False
0.0,30,859.56029,False
2.6,30,919.245677,False
2.0,30,981.284641,True
3.0,30,1043.458366,True
0.0,30,1104.326122,False
3.0,30,1173.686688,True
0.0,30,1250.899753,False
3.0,30,1322.748492,True
0.0,30,1375.258348,False
0.0,30,1434.931617,False
0.0,30,1496.297309,False
2.9,30,1564.111581,True
0.0,30,1626.987504,False
0.0,30,1690.60664,False
0.0,30,1755.208306,False
0.0,30,1817.533991,False
1.9,30,1885.679306,True
0.0,30,1958.49741,False
3.0,30,2026.937325,True
0.0,30,2092.278747,False
0.0,30,2145.487781,False
0.0,30,2555.964134,False
0.0,30,2613.938944,False
0.0,30,2677.301241,False
0.0,30,2740.322181,False
0.0,30,2798.821357,False
0.0,30,2862.178823,False
1.0,30,2923.162852,True
0.0,30,2985.033599,False
1.4,30,3051.352899,True
0.0,30,3121.088578,False
0.0,30,3184.756666,False
3.0,30,3246.513833,True
3.0,30,3312.569662,True
0.0,30,3369.689919,False
0.0,30,3438.663852,False
0.0,30,3497.328245,False
0.0,30,3562.236673,False
0.0,30,3624.710427,False
0.0,30,3682.63631,False
2.5,30,3738.42734,True
0.0,30,3801.26595,False
0.0,30,3860.568792,False
0.0,30,3922.955792,False
0.5,30,3983.044992,True
0.0,30,4036.143604,False
0.0,30,4087.109372,False
0.0,30,4150.853454,False
0.0,30,4208.812364,False
0.0,30,4273.34679,False
0.0,30,4335.249269,False
0.0,30,4404.163723,False
0.0,30,4460.42919,False
1.5,30,4518.68203,True
0.6,30,4576.748387,True
0.0,30,5056.392074,False
1.7,30,5118.064264,True
0.0,30,5166.247649,False
2.5,30,5218.697878,True
0.0,30,5287.326723,False
0.0,30,5350.116279,False
0.4,30,5411.190578,True
0.0,30,5470.795968,False
0.0,30,5525.898824,False
2.3,30,5576.263814,True
0.0,30,5634.18721,False
0.0,30,5702.558549,False
0.0,30,5757.627628,False
