#{"t_start": 1770256120.2961051, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
3.0,30,93.708486,True
2.5,30,155.813913,True
0.0,30,211.031083,False
0.0,30,272.457459,False
0.0,30,324.310843,False
0.0,30,385.605059,False
0.0,30,453.712115,False
0.0,30,498.929724,False
1.4,30,562.601431,True
0.0,30,628.609193,False
2.1,30,688.404768,True
0.0,30,752.424978,False
0.0,30,807.246194,False
0.0,30,863.05948,False
0.0,30,921.884435,False
0.0,30,984.376214,False
0.0,30,1046.99567,False
0.0,30,1107.6008,False
0.0,30,1177.279877,False
0.0,30,1253.546159,False
0.0,30,1325.684425,False
1.7,30,1378.489703,True
0.0,30,1438.260462,False
2.4,30,1499.309388,True
0.0,30,1566.671148,False
0.0,30,1631.179722,False
3.0,30,1693.814193,True
2.9,30,1758.187938,True
0.0,30,1821.628694,False
0.0,30,1890.514539,False
0.0,30,1961.609796,False
1.7,30,2029.523913,True
0.0,30,2095.910649,False
2.8,30,2148.578654,True
0.4,30,2559.56491,True
0.0,30,2616.291856,False
0.0,30,2680.429698,False
2.6,30,2743.449335,True
0.7,30,2801.392575,True
2.8,30,2864.428207,True
0.0,30,2926.164841,False
0.0,30,2988.410189,False
2.9,30,3055.660954,True
0.0,30,3124.317907,False
0.0,30,3187.818244,False
0.0,30,3249.018725,False
0.0,30,3316.160504,False
0.0,30,3372.992691,False
0.0,30,3440.800379,False
0.0,30,3500.875517,False
0.0,30,3565.776917,False
0.1,30,3627.96208,False
0.0,30,3686.082099,False
0.0,30,3741.947702,False
0.0,30,3804.073876,False
0.0,30,3864.094797,False
0.0,30,3926.670113,False
0.0,30,3986.820301,False
0.0,30,4038.361823,False
0.0,30,4090.513909,False
0.0,30,4154.242555,False
3.0,30,4213.163166,True
0.0,30,4276.643813,False
2.9,30,4338.430425,True
0.0,30,4407.831079,False
2.9,30,4464.658351,True
2.7,30,4520.794219,True
0.0,30,4580.290443,False
0.0,30,5060.363135,False
0.0,30,5121.425494,False
2.7,30,5170.06555,True
0.0,30,5222.150852,False
0.0,30,5291.000787,False
