adv_max,aux_task_loss,adv_min,ep_len_mean,cur2rec_ratio,eval_5_sr,serial_timesteps,2_success_rate,priority_std,vf_grad_norm,rec2old_ratio,n_updates,ep_reward_mean,policy_loss,priority_max,cur_max_blocks,entropy,success_rate,rec2old_max,low_level_sr,1_success_rate,kl_loss,clipped_ratio,fps,priority_mean,pi_grad_norm,0_success_rate,4_success_rate,cur2rec_max,total_timesteps,hard_ratio,5_success_rate,restart_value_mean,supervision_action_loss,3_success_rate,time_elapsed,6_success_rate,eval_7_sr,value_loss,eval_3_sr
6.51700992133006,1.8156079161912202,-6.247242293631979,30.0,0.9925433267675166,0.28125,10240,0.65,0.08674132124269124,2.4061306236311792,1.0,10,0.912,-0.007958427241904566,1.0841739661991596,7,10.236606353521347,0.37,1.0,0.41093028675426135,nan,0.003185014257178409,0.19192657470703126,28,0.026132891706195212,6.038802637904882,nan,0.56,1.0158906558158285,720896,0.01,nan,0.8621933460235596,nan,nan,25773.892196893692,0.45,0.0546875,0.06907978625421929,0.640625
6.502170562107041,1.8102586887776853,-6.196007806958231,30.0,0.9928724389795868,0.3359375,11264,0.7,0.09338817938440667,2.5552163425832988,1.0,11,1.164,-0.00890146895211374,1.0972160255908967,7,10.253479126095773,0.47,1.0,0.42205047607421875,nan,0.003072320188221056,0.19008941650390626,28,0.027796143495803137,5.91244475916028,nan,0.54,1.013199743595339,786432,0.01,nan,0.9114058613777161,nan,nan,28087.93813443184,0.58,0.0625,0.07064339644357079,0.65625
6.409283554789741,1.8446963761001824,-6.154333088749844,30.0,0.9943358197257387,0.28125,12288,0.64,0.09095808753473508,2.324941586703062,1.0,12,0.9649999999999999,-0.00688360831359062,1.1102017138898372,7,10.324407571554184,0.4,1.0,0.43093637319711536,nan,0.0032799273469208854,0.19666748046875,28,0.026602792989074555,5.725979496538639,nan,0.56,1.0324631076899038,851968,0.01,nan,0.9403091669082642,nan,nan,30384.81300663948,0.53,0.0546875,0.07551695300897561,0.671875
6.308369958057774,1.8694396991282702,-5.923878805860398,30.0,0.9938694898000492,0.34375,13312,0.63,0.09160546991678863,2.368364020437002,1.0,13,1.0170000000000001,-0.008570986328542335,1.0821495501697063,7,10.43270838856697,0.42,1.0,0.43909999302455355,nan,0.0036615679920942055,0.20159149169921875,28,0.026592788806812855,5.658064799383283,nan,0.6,1.024848372495027,917504,0.01,nan,0.9489661455154419,nan,nan,32674.466563224792,0.51,0.0859375,0.07782154540654285,0.703125
6.629563936806031,1.8901525638997554,-5.934211185835796,30.0,0.994372574972558,0.4375,14336,0.59,0.09656192808073431,2.345845939218998,1.0,14,1.115,-0.008011697802747048,1.3983811736106873,7,10.444187346100808,0.45,1.0,0.44638671875,nan,0.003459557814494474,0.1881561279296875,28,0.02796189614048513,6.165936036780477,nan,0.62,1.0146620008203746,983040,0.01,nan,0.9474121332168579,nan,nan,34998.182978868484,0.55,0.078125,0.0760457034054848,0.6796875
6.57242604259001,1.8707579627633095,-6.202060096088554,30.0,0.9935660497498674,0.4375,15360,0.69,0.09744300886472751,2.651242402009666,1.0,15,1.146,-0.006151218006874083,1.1431466138362885,7,10.482458865642547,0.46,1.0,0.45317745208740234,nan,0.0033055633703042986,0.181884765625,28,0.02762891405643601,6.351760143041611,nan,0.62,1.0151735808758002,1048576,0.01,nan,1.000990867614746,nan,nan,37360.138771533966,0.51,0.109375,0.07503380927954165,0.6640625
6.502017105161646,1.911641998589039,-6.51494955413651,30.0,0.9966647518448075,0.4296875,16384,0.63,0.0965069871975422,2.4583060290664434,1.0,16,1.02,-0.006706660347465585,1.1711683371663093,7,10.413546839356423,0.41,1.0,0.45899155560661764,nan,0.0035852643333782906,0.19503326416015626,28,0.026712340086130198,5.316551649570465,nan,0.74,1.0316001651688094,1114112,0.01,nan,1.0227265357971191,nan,nan,39796.53306245804,0.54,0.0859375,0.0796754833440167,0.65625
6.503697912642409,1.9346848856657743,-6.077037381491247,30.0,0.9943185444964614,0.484375,17408,0.65,0.09794209218061846,2.227947178669274,1.0,17,0.8839999999999999,-0.00979999101477184,1.413900464773178,7,10.499918615818023,0.36,1.0,0.4643775092230903,nan,0.0036004573263198835,0.18963470458984374,28,0.027981779959292605,5.3433694683015345,nan,0.68,1.0208259563456499,1179648,0.01,nan,1.0034782886505127,nan,nan,42226.43967652321,0.61,0.1015625,0.07756869386936882,0.65625
6.484347619485241,2.0004189629107714,-6.428685339169779,30.0,0.994491205244404,0.4453125,18432,0.61,0.10290881089244981,2.5480905193835497,1.0,18,1.001,-0.00955065367953427,1.2248155921697617,7,10.501034319400787,0.41,1.0,0.46881264134457235,nan,0.0035709216695977374,0.19117584228515624,28,0.029623385725431148,5.152642773464322,nan,0.58,1.0127738043888366,1245184,0.11,nan,1.0476335287094116,nan,nan,44593.83830809593,0.46,0.171875,0.08032428631544809,0.546875
6.56119424888116,2.016444481164217,-6.1809885444617665,30.0,0.9944926399849937,0.4609375,19456,0.63,0.10044984532363996,2.5487632555887103,1.0,19,1.185,-0.0108206768907115,1.0699210412800313,7,10.543851715326308,0.49,1.0,0.4730377197265625,nan,0.0034661959725781344,0.19191131591796876,28,0.029318201211505926,5.148832101747393,nan,0.73,1.0160015008242107,1310720,0.11,nan,1.0030726194381714,nan,nan,46446.656868219376,0.59,0.171875,0.07701827287794917,0.7109375
6.519735041699645,1.971823739632964,-6.065632791853288,30.0,0.9945372303019386,0.484375,20480,0.66,0.09941950698107516,2.923841205239296,1.0,20,1.11,-0.01009034400761103,1.1620683227479458,7,10.50143423974514,0.44,1.0,0.47583080473400297,nan,0.003680742269352777,0.1941314697265625,28,0.028971288804709828,5.666809921711684,nan,0.59,1.013938337346387,1376256,0.11,nan,1.0259450674057007,nan,nan,48342.45833206177,0.54,0.1953125,0.08041731773250196,0.625
6.292482218649377,2.0166989374905824,-6.101736141965914,30.0,0.9957576947385693,0.421875,21504,0.67,0.10004163683571027,2.900209401361644,1.0,21,1.2480000000000002,-0.009085996596394133,1.3131666284799577,7,10.488998419046402,0.53,1.0,0.4782506769353693,nan,0.003525870894736727,0.19190673828125,28,0.02885005858868662,5.739431601762772,nan,0.59,1.0264275755778647,1441792,0.11,nan,1.0218584537506104,nan,nan,50285.08532834053,0.54,0.15625,0.08430165725415709,0.6328125
6.466485859600404,2.07484115883708,-6.16172347354896,30.0,0.9951021953085124,0.453125,22528,0.63,0.1031598772854288,2.401991753652692,1.0,22,0.998,-0.010359727415356224,1.1491816452145576,7,10.497822979092598,0.4,1.0,0.4796500827955163,nan,0.0036310754156147597,0.194854736328125,29,0.030221077617018696,5.404784059524536,nan,0.66,1.0162013219799075,1507328,0.11,nan,1.013401985168457,nan,nan,52131.477937698364,0.47,0.109375,0.07726413639621522,0.6640625
6.449373981887092,2.062796846777201,-6.041452007294045,30.0,0.996555639020697,0.5390625,23552,0.64,0.10387702351914269,2.913791785761714,1.0,23,1.37,-0.00983356300898996,1.2071433278918267,7,10.68689376115799,0.56,1.0,0.4817320505777995,nan,0.0037997890838596506,0.194451904296875,29,0.029974685279197354,5.705093190819025,nan,0.65,1.013845991775327,1572864,0.11,nan,0.9905043840408325,nan,nan,53979.294330358505,0.57,0.1796875,0.08349428628263986,0.6875
6.5515410966356935,2.0832600012421607,-6.456227414648628,30.0,0.9958319224031547,0.515625,24576,0.57,0.09857659805281165,2.760560284554958,1.0,24,0.867,-0.010177085107150608,1.1518551521003246,7,10.658724227547646,0.35,1.0,0.48264404296875,nan,0.0038052299234550445,0.198846435546875,29,0.0276623366031086,5.152490153163671,nan,0.66,1.0189243281195093,1638400,0.11,nan,1.0001939535140991,nan,nan,55860.067354917526,0.54,0.2265625,0.07747487879142083,0.671875
6.437438582854055,2.0800123292952777,-5.85373774764412,30.0,0.9944503570493154,0.546875,25600,0.67,0.09815235806593581,2.503956094197929,1.0,25,1.185,-0.009891331665250568,1.1476885050535202,7,10.587546131014824,0.5,1.0,0.48367955134465146,nan,0.003805334709613817,0.19432220458984376,29,0.027800603037162277,5.201913405954838,nan,0.6,1.0163464058311495,1703936,0.11,nan,1.0365804433822632,nan,nan,57694.03302407265,0.55,0.2421875,0.07680691452027136,0.5859375
6.58081204495044,2.068773507326841,-6.207310966534708,30.0,0.9964322910608214,0.546875,26624,0.61,0.09690083233060744,2.8119734413921833,1.0,26,1.1769999999999998,-0.009022510528982088,1.2027117609977722,7,10.693516862392425,0.48,1.0,0.48453889069733797,nan,0.0035807533398838133,0.1928985595703125,29,0.027293715181652873,5.40581677891314,nan,0.66,1.0196816443961665,1769472,0.11,nan,1.0999842882156372,nan,nan,59558.12050318718,0.6,0.234375,0.07195665193865611,0.6484375
6.324104808258118,2.1276458695530893,-6.108081645372667,30.0,0.9959262055270738,0.5234375,27648,0.58,0.101466190033422,3.0123422000557185,1.0,27,0.927,-0.01089147170932937,1.0847937880456449,7,10.725181517004966,0.4,1.0,0.4850251334054129,nan,0.003720749355852604,0.18088226318359374,29,0.02812193178457414,5.299843730032444,nan,0.65,1.0169962294836288,1835008,0.11,nan,1.168686032295227,nan,nan,61436.170639276505,0.63,0.2265625,0.08132926776886,0.6640625
6.4134037726363315,2.1630556799471377,-6.165604709907558,30.0,0.9949821676304073,0.59375,28672,0.68,0.09417126577605496,2.7764269577339293,1.0,28,1.273,-0.010451447528066888,1.0295183902978897,7,10.72880345582962,0.49,1.0,0.4856520027949892,nan,0.0036255244220228635,0.1860626220703125,30,0.026068812337364494,5.486293339729309,nan,0.56,1.0177527985680208,1900544,0.21000000000000002,nan,1.1313949823379517,nan,nan,63336.20960211754,0.51,0.328125,0.07233989882629877,0.6328125
6.417114566571643,2.19548130184412,-6.36575923639859,30.0,0.996607819064226,0.5625,29696,0.68,0.09468795165886826,2.9343848314136265,1.0,29,1.0730000000000002,-0.010048555286947194,1.0310309280455112,7,10.754592952132224,0.41,1.0,0.4865061442057292,nan,0.0034557819115434542,0.1798187255859375,30,0.02690233558700375,6.049291127175093,nan,0.64,1.0173748721122746,1966080,0.21000000000000002,nan,1.0645573139190674,nan,nan,65231.551537275314,0.54,0.3125,0.07379348924125366,0.65625
6.297558211667204,2.2010729424655437,-5.958366312271093,30.0,0.9954468358894429,0.640625,30720,0.65,0.0956102517371225,2.804174408130348,1.0,30,1.2159999999999997,-0.010087909856309977,1.0297627517580985,7,10.72291901409626,0.48,1.0,0.48699114399571575,nan,0.003639702493819641,0.19004364013671876,30,0.027633697251499143,5.712477519735694,nan,0.68,1.012739449029602,2031616,0.21000000000000002,nan,1.0994789600372314,nan,nan,67187.1781797409,0.55,0.4453125,0.07703354809253563,0.671875
6.243419168482241,2.204789401590824,-6.376983479234161,30.0,0.9968963622839293,0.671875,31744,0.54,0.09379009964588501,2.3323055962100625,1.0,31,0.975,-0.009981085427353962,1.0584684014320374,7,10.836659467220306,0.42,1.0,0.48776960372924805,nan,0.0037161489941354374,0.18332061767578126,30,0.026752806615512575,5.878841741010547,nan,0.64,1.0185141274689502,2097152,0.21000000000000002,nan,1.097370982170105,nan,nan,69073.05813741684,0.5,0.46875,0.07328514607187109,0.59375
6.124603542548505,2.2084920786321165,-6.0662483562348655,30.0,0.9959817953525594,0.546875,32768,0.55,0.09461306152211883,2.360194981470704,1.0,32,1.507,-0.009362609708648684,1.1206160853803158,7,10.806571426987649,0.59,1.0,0.48824472138375946,nan,0.0037636165527146657,0.1914093017578125,30,0.02654202225432473,5.293252301961184,nan,0.65,1.0180986862915828,2162688,0.21000000000000002,nan,1.0911871194839478,nan,nan,70975.02760028839,0.59,0.4296875,0.07916671782251106,0.625
6.316260876498957,2.216881904006004,-6.0318242924481265,30.0,0.9958933896399612,0.609375,33792,0.67,0.09642055156092091,2.4255558382719755,1.0,33,1.3259999999999998,-0.010908357495061636,1.0971246032416822,7,10.85498813688755,0.51,1.0,0.48853077607996326,nan,0.003540990166220581,0.1876495361328125,30,0.027712862246022565,5.091647905111313,nan,0.72,1.0101982831251641,2228224,0.21000000000000002,nan,1.0580413341522217,nan,nan,72921.80095148087,0.63,0.453125,0.07510774339647405,0.5234375
6.123116111142965,2.205640609562397,-6.274245387346489,30.0,0.9955067439527404,0.671875,34816,0.71,0.09986696530629904,2.7179417490959166,1.0,34,1.287,-0.011717839208222664,1.2090372954308988,7,10.812230822443961,0.53,1.0,0.48893607003348216,nan,0.0037760268096462823,0.19435577392578124,30,0.02878951292579244,4.96568459905684,nan,0.59,1.0104169050429068,2293760,0.31000000000000005,nan,1.109120488166809,nan,nan,74882.84373950958,0.51,0.4453125,0.0831618014353791,0.6484375
6.184045900038764,2.2318460389971735,-6.164087166778526,30.0,0.9966540935652877,0.6640625,35840,0.66,0.09867797099568351,3.08756552003324,1.0,35,1.101,-0.009820810828439675,1.1726741535961627,7,10.786376133561134,0.43,1.0,0.4889199998643663,nan,0.00349127933550335,0.18491973876953124,30,0.02922763270325196,5.516393618285656,nan,0.63,1.0100486321892657,2359296,0.31000000000000005,nan,1.0766551494598389,nan,nan,76847.72977137566,0.58,0.484375,0.07810766693925279,0.578125
6.289794105056787,2.228094753623009,-6.057431477123927,30.0,0.9968720682769696,0.6015625,36864,0.61,0.10037326284000911,2.715093638934195,1.0,36,1.109,-0.011813469144143107,1.187006875872612,7,10.83159311413765,0.44,1.0,0.4888854155669341,nan,0.0036861821383354252,0.18069000244140626,30,0.028856320037200442,5.689453648775816,nan,0.53,1.0116763027966869,2424832,0.31000000000000005,nan,1.1125941276550293,nan,nan,78813.59917736053,0.63,0.359375,0.07568630243331927,0.6015625
6.283472951565881,2.2260010942816733,-6.3694576337763795,30.0,0.9958876532012326,0.6328125,37888,0.6,0.10137598573336642,2.809910899400711,1.0,37,1.0859999999999999,-0.011300311232509672,1.2293457187712193,7,10.868154260516167,0.44,1.0,0.48849808542351975,nan,0.0034251091499754695,0.17173309326171876,30,0.02852739070623476,5.381241831555963,nan,0.61,1.0125260754936796,2490368,0.41000000000000003,nan,1.1177356243133545,nan,nan,80732.34136080742,0.49,0.390625,0.07526868647459757,0.515625
6.262674807693612,2.270223922282457,-6.163629446154344,30.0,0.997968770047974,0.6484375,38912,0.49,0.10136699325568155,2.6889346435666086,1.0,38,1.018,-0.008537129278156226,1.1495418564975262,7,10.829749286174774,0.38,1.0,0.48792247283153045,nan,0.0033198157289007213,0.17202911376953126,31,0.029620835278728656,5.935267084464431,nan,0.73,1.0172476041558889,2555904,0.41000000000000003,nan,1.0844398736953735,nan,nan,82624.25362038612,0.46,0.3671875,0.0733868962951251,0.6171875
6.332227135317446,2.2870119832456113,-6.200138224590757,30.0,0.996779525495667,0.6796875,39936,0.7,0.10141647589903038,3.1025155121460557,1.0,39,1.28,-0.010066126198162398,1.3426779729127885,7,10.823420783877372,0.5,1.0,0.48770599365234374,nan,0.0034657270423849697,0.19493865966796875,31,0.028725406485429844,5.609922618046403,nan,0.68,1.0147174274650266,2621440,0.41000000000000003,nan,1.0271128416061401,nan,nan,84504.32830119133,0.61,0.3828125,0.07837242359261822,0.6171875
6.126887669993716,2.334411124885082,-6.118939156257961,30.0,0.9968433603949757,0.6328125,40960,0.64,0.10062367549879522,3.0395552910864354,1.0,40,1.287,-0.008765300138110273,1.256735709309578,7,10.84313231408596,0.49,1.0,0.48717294088224083,nan,0.003400748180865776,0.1821868896484375,31,0.029017620751406042,5.9752039041370155,nan,0.71,1.0175599273115394,2686976,0.51,nan,1.1352789402008057,nan,nan,86433.32629132271,0.56,0.4453125,0.08123717191338825,0.609375
6.364378589367639,2.4051029212772845,-6.150845034245161,30.0,0.9959930793140093,0.6328125,41984,0.72,0.1010586649877791,4.083248880878091,1.0,41,1.255,-0.010136534683350504,1.1161216926574706,7,10.87875601053238,0.49,1.0,0.4864316667829241,nan,0.003626294446439715,0.18703765869140626,31,0.029033888453405286,5.215903652459383,nan,0.64,1.0152834962746038,2752512,0.51,nan,1.0828531980514526,nan,nan,88330.24872994423,0.56,0.34375,0.07629538275753778,0.5546875
6.365240291091289,2.38311974927783,-6.294323598258907,30.0,0.9943855793942644,0.6796875,43008,0.63,0.10196800248638865,3.144060701690614,1.0,42,1.2600000000000002,-0.012349457975502272,1.2885095477104187,7,10.82935137450695,0.51,1.0,0.486003787018532,nan,0.0038269348682661076,0.18803863525390624,31,0.029929987830554214,5.5173782601952555,nan,0.52,1.0120305267450538,2818048,0.51,nan,1.091450572013855,nan,nan,90257.20790743828,0.59,0.40625,0.08010344857788916,0.578125
6.279268589678702,2.419135129451752,-6.243339438531717,30.0,0.9952198234198626,0.59375,44032,0.66,0.10111555974055036,3.0616482546553017,1.0,43,1.2200000000000002,-0.009782434509258538,1.1949353516101837,7,10.96090162396431,0.48,1.0,0.48539317737926135,nan,0.0037438705658132676,0.18778533935546876,31,0.028600864290581778,5.300548660755157,nan,0.66,1.011428522664818,2883584,0.51,nan,1.1391366720199585,nan,nan,92138.88815760612,0.57,0.3984375,0.07705740488455151,0.6796875
6.535705427488867,2.4588157385587692,-6.091055863158919,30.0,0.9967343061016958,0.7109375,45056,0.53,0.1039924781870947,3.0710236825048924,1.0,44,1.29,-0.011430479544401828,1.1656127721071243,7,10.87499267756939,0.52,1.0,0.4844445122612847,nan,0.004001710540615022,0.1860809326171875,31,0.029085980555629217,5.435046130418778,nan,0.64,1.017325954284733,2949120,0.51,nan,1.0691027641296387,nan,nan,94032.4179558754,0.68,0.421875,0.07830448990731201,0.703125
6.286327117791181,2.431642284989357,-6.162325629537293,30.0,0.9963811067154144,0.5546875,46080,0.67,0.09963106197127858,3.1493113985285164,1.0,45,1.0959999999999999,-0.012098687999915772,1.3482676070928574,7,10.949887332320213,0.45,1.0,0.4838459180748981,nan,0.003580533232889138,0.18700714111328126,31,0.027473981441181426,5.353530315682292,nan,0.69,1.0117557107054989,3014656,0.61,nan,1.1004928350448608,nan,nan,95978.6589539051,0.54,0.4140625,0.07470947499500553,0.625
6.41855578114077,2.445218264311552,-6.104629467054644,30.0,0.9953119148064807,0.6875,47104,0.59,0.09967078349912109,3.979081354662776,1.0,46,1.12,-0.010630699046289462,1.2306979233026505,7,10.913246679306031,0.45,1.0,0.48299326795212766,nan,0.0035382814523472915,0.18409576416015624,31,0.02817516050631322,5.332212625816465,nan,0.71,1.014119159972728,3080192,0.61,nan,1.0997118949890137,nan,nan,97900.4572942257,0.5,0.4375,0.07702702884677441,0.6484375
6.5109110846461435,2.462464155256748,-6.1551891535736845,30.0,0.9970505397763066,0.6328125,48128,0.71,0.10115755264806074,2.806462291255593,1.0,47,1.1159999999999999,-0.010467686217628237,1.3318230211734772,7,10.967695948481559,0.47,1.0,0.4823163350423177,nan,0.003869069351821963,0.1870880126953125,31,0.028558327217260704,5.619890994951129,nan,0.71,1.0207125230424445,3145728,0.61,nan,1.1238059997558594,nan,nan,99872.31710577011,0.53,0.4296875,0.07494770299325779,0.5546875
6.29822491168819,2.420511691272259,-6.125180517408755,30.0,0.9953042451383552,0.6796875,49152,0.64,0.10440576405145618,3.03838258869946,1.0,48,1.173,-0.011379441411809741,1.1256764894723892,7,10.910789883136749,0.52,1.0,0.48190214196029973,nan,0.004034030306866043,0.1882659912109375,31,0.02914493827984247,5.1382779508829115,nan,0.6,1.0131639106094705,3211264,0.61,nan,1.1329693794250488,nan,nan,101818.11145925522,0.43,0.4375,0.0846910991919714,0.65625
6.348477462759661,2.4181730426847934,-6.328000076051834,30.0,0.9958977089190324,0.6640625,50176,0.56,0.0967602098780427,2.7925524467602374,1.0,49,1.111,-0.008860941823154642,1.1943993704020976,7,11.050273126363754,0.46,1.0,0.4815185546875,nan,0.0037510304762690795,0.180718994140625,31,0.02639752780327432,5.5411345478147265,nan,0.66,1.1168595118905593,3276800,0.61,nan,1.1321091651916504,nan,nan,103755.27215099335,0.54,0.4453125,0.0764703271063267,0.6328125
6.361967399498421,2.4616567954421043,-6.282634886696885,30.0,0.9969344221917809,0.671875,51200,0.7,0.09591399273313214,2.9523686883971094,1.0,50,1.2480000000000002,-0.011337672923911449,1.040321765691042,7,11.042474740743637,0.49,1.0,0.4808780445772059,nan,0.003640872060896072,0.18510589599609376,31,0.025739380095932667,4.80543741248548,nan,0.67,1.0163295493366016,3342336,0.61,nan,1.1208064556121826,nan,nan,105681.78697681427,0.57,0.40625,0.07607501862618371,0.5625
6.370555561257107,2.45865284204483,-6.3282535649447045,30.0,0.9958278493790086,0.7421875,52224,0.66,0.09995894880822018,2.799561364017427,1.0,51,1.185,-0.011903552007842317,1.521326105594635,7,10.859207603335381,0.46,1.0,0.4798683753380409,nan,0.003578533496693126,0.17971038818359375,31,0.02909648908435328,5.636557086184621,nan,0.69,1.0121229773671412,3407872,0.61,nan,1.1236639022827148,nan,nan,107550.39650034904,0.54,0.390625,0.07258431511651645,0.671875
6.589808539197537,2.515517047047615,-6.1892520154616975,30.0,0.9952384745589345,0.6875,53248,0.6,0.09927419877952738,2.3607320534065366,1.0,52,0.9840000000000001,-0.009411352306312534,1.146704742759466,7,11.006693455576897,0.38,1.0,0.47912396125073703,nan,0.003729073861904908,0.17958221435546876,31,0.0273578102257146,5.183436921238899,nan,0.69,1.0091826171199312,3473408,0.61,nan,1.1388896703720093,nan,nan,109429.98806118965,0.56,0.46875,0.07044393056323862,0.6640625
6.3463328733695885,2.537935831397772,-6.093886829403589,30.0,0.9970558971498168,0.671875,54272,0.64,0.09885210873295257,3.074428752064705,1.0,53,1.03,-0.009671041185158128,1.1627513958513735,7,11.058757027983665,0.41,1.0,0.4784495035807292,nan,0.003591210496961139,0.1788238525390625,31,0.027357137293818164,5.175823066756129,nan,0.68,1.0171768841477773,3538944,0.61,nan,1.1567789316177368,nan,nan,111373.17017936707,0.57,0.484375,0.0803905007004574,0.6015625
6.411440478846236,2.543096835911274,-6.327758172252214,30.0,0.9955019149529747,0.5703125,55296,0.64,0.09742756449270264,2.615041366778314,1.0,54,1.3330000000000002,-0.010622233155727629,1.1439101088047028,7,11.034759446978569,0.52,1.0,0.47773881392045453,nan,0.003459658651991049,0.18070526123046876,31,0.02641343302501482,4.89971976056695,nan,0.64,1.017610890961471,3604480,0.61,nan,1.2206817865371704,nan,nan,113239.80877184868,0.57,0.4609375,0.07469670579620295,0.6484375
