#{"t_start": 1770256118.3849978, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
0.0,30,95.794249,False
0.0,30,158.074754,False
1.4,30,212.693696,True
2.9,30,274.741709,True
0.0,30,326.350933,False
2.2,30,387.522475,True
2.8,30,455.377465,True
0.0,30,500.852742,False
0.0,30,565.035975,False
0.0,30,630.565436,False
0.0,30,689.623431,False
0.0,30,753.848243,False
0.0,30,808.757204,False
0.0,30,864.796736,False
2.8,30,923.648634,True
0.6,30,986.358671,False
0.0,30,1049.065081,False
0.0,30,1109.656323,False
0.0,30,1179.16245,False
0.0,30,1255.703,False
3.0,30,1327.216265,True
0.0,30,1380.60993,False
0.0,30,1440.042048,False
0.0,30,1501.8381,False
0.0,30,1568.750003,False
0.0,30,1632.259043,False
0.0,30,1695.994705,False
0.0,30,1760.345184,False
0.0,30,1822.94785,False
0.0,30,1891.1117,False
0.0,30,1964.058957,False
0.0,30,2031.555408,False
0.0,30,2097.345119,False
0.0,30,2150.611893,False
0.0,30,2561.361161,False
0.0,30,2619.117024,False
0.0,30,2682.483844,False
3.0,30,2745.358727,True
0.0,30,2803.819786,False
0.0,30,2866.953017,False
0.0,30,2927.995203,False
0.0,30,2990.410445,False
2.8,30,3057.730561,True
0.0,30,3126.295261,False
0.0,30,3189.619326,False
0.0,30,3251.121338,False
3.0,30,3317.889588,True
0.0,30,3375.181175,False
2.3,30,3442.4976,True
0.0,30,3502.278979,False
2.8,30,3567.363474,True
2.4,30,3629.827837,True
0.0,30,3687.976558,False
0.0,30,3743.82761,False
2.3,30,3805.930903,True
2.9,30,3866.362519,True
0.0,30,3928.322309,False
2.2,30,3988.333645,True
0.0,30,4040.701091,False
0.0,30,4092.449209,False
0.0,30,4156.149804,False
3.0,30,4213.831396,True
0.0,30,4279.215969,False
3.0,30,4341.518363,True
0.0,30,4410.275245,False
2.8,30,4466.032998,True
0.0,30,4523.172523,False
0.0,30,4582.749883,False
0.0,30,5061.770288,False
0.0,30,5123.307576,False
0.0,30,5171.463527,False
0.0,30,5224.102893,False
0.0,30,5292.178012,False
0.0,30,5355.598672,False
3.0,30,5416.119846,True
0.0,30,5476.081397,False
2.9,30,5532.069525,True
0.0,30,5582.386741,False
0.0,30,5639.499598,False
2.9,30,5708.371611,True
0.0,30,5762.263281,False
2.4,30,5822.632897,True
0.0,30,5877.43503,False
0.0,30,5934.691365,False
3.0,30,5989.916127,True
0.0,30,6051.293278,False
0.0,30,6103.564209,False
2.5,30,6160.338184,True
0.0,30,6226.334585,False
0.0,30,6287.49759,False
2.2,30,6352.89353,True
0.0,30,6407.818474,False
2.9,30,6463.466297,True
0.0,30,6526.041196,False
2.8,30,6590.258555,True
0.0,30,6645.552753,False
0.0,30,6699.50972,False
0.0,30,6760.079653,False
0.0,30,6834.536039,False
3.0,30,6890.555329,True
0.0,30,6943.549033,False
0.0,30,7008.580177,False
0.0,30,7428.87081,False
3.0,30,7484.941624,True
2.8,30,7546.475396,True
2.2,30,7605.391737,True
0.0,30,7653.542225,False
0.0,30,7699.445991,False
0.0,30,7754.732937,False
0.0,30,7815.853762,False
0.0,30,7864.053738,False
0.0,30,7932.46316,False
0.0,30,7990.920462,False
2.9,30,8050.90868,True
0.0,30,8110.778164,False
3.0,30,8163.857488,True
3.0,30,8225.447772,True
2.4,30,8274.153199,True
2.7,30,8338.131109,True
2.9,30,8393.253061,True
0.6,30,8453.97098,True
0.9,30,8517.533719,True
0.0,30,8574.302353,False
2.9,30,8633.872733,True
2.6,30,8692.731343,True
0.0,30,8747.37036,False
0.0,30,8808.395484,False
3.0,30,8864.294829,True
2.6,30,8924.727571,True
3.0,30,8979.844252,True
2.3,30,9051.049761,True
3.0,30,9105.092106,True
0.0,30,9174.694307,False
0.0,30,9240.773401,False
2.9,30,9286.513895,True
0.0,30,9343.992723,False
0.0,30,9723.297466,False
0.0,30,9784.566733,False
