#{"t_start": 1770256124.3232093, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
3.0,30,91.548889,True
0.0,30,151.942794,False
3.0,30,208.11109,True
0.0,30,268.581071,False
2.4,30,320.173371,True
0.0,30,382.189127,False
0.0,30,449.646458,False
2.6,30,494.752457,True
0.0,30,559.283469,False
0.0,30,624.714251,False
0.0,30,684.052851,False
0.0,30,748.374955,False
0.0,30,802.783322,False
0.0,30,858.57383,False
0.1,30,918.252723,False
0.0,30,980.351835,False
0.0,30,1043.001819,False
0.0,30,1103.745376,False
2.9,30,1173.095139,True
0.0,30,1249.338254,False
0.0,30,1321.855047,False
3.0,30,1376.551463,True
0.0,30,1434.254672,False
0.0,30,1495.9576,False
2.9,30,1562.226546,True
0.0,30,1626.581774,False
2.6,30,1689.814868,True
0.0,30,1754.35279,False
3.0,30,1816.834506,True
0.0,30,1885.406841,False
0.0,30,1957.441779,False
0.0,30,2025.667757,False
0.0,30,2091.506197,False
1.5,30,2144.571431,True
0.0,30,2555.490149,False
0.0,30,2612.335499,False
0.0,30,2676.603372,False
0.0,30,2739.599611,False
0.0,30,2797.561932,False
0.0,30,2860.572504,False
0.0,30,2921.558695,False
0.0,30,2984.416394,False
0.0,30,3051.587805,False
2.9,30,3120.871133,True
1.9,30,3183.452142,True
2.6,30,3244.865975,True
0.0,30,3312.085265,False
0.0,30,3369.446664,False
0.0,30,3436.721844,False
0.0,30,3496.545316,False
0.0,30,3561.638607,False
3.0,30,3624.536016,True
2.8,30,3681.880317,True
0.0,30,3737.932487,False
0.9,30,3799.991773,True
0.0,30,3859.365234,False
0.0,30,3922.250646,False
3.0,30,3983.223202,True
0.0,30,4034.809473,False
2.8,30,4086.31946,True
2.8,30,4150.109973,True
0.0,30,4208.584871,False
3.0,30,4273.0944,True
0.0,30,4334.476974,False
0.2,30,4403.285441,True
0.0,30,4460.615479,False
2.9,30,4519.137896,True
0.0,30,4576.449532,False
0.0,30,5055.952243,False
1.0,30,5117.658325,True
2.7,30,5166.783416,True
0.0,30,5218.310247,False
0.0,30,5287.84243,False
0.0,30,5350.934417,False
2.7,30,5410.175169,True
0.0,30,5470.310543,False
1.3,30,5525.693544,True
0.0,30,5575.872718,False
2.9,30,5633.323208,True
