#{"t_start": 1770256119.386418, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
0.0,30,94.776784,False
3.0,30,156.710902,True
0.0,30,211.92694,False
0.0,30,273.513659,False
0.0,30,325.285557,False
0.0,30,386.752191,False
0.0,30,454.975097,False
0.0,30,499.784561,False
3.0,30,565.004273,True
0.0,30,629.626176,False
0.0,30,688.521818,False
0.0,30,752.487628,False
0.0,30,807.727747,False
0.0,30,864.777678,False
0.0,30,922.726327,False
0.0,30,985.365514,False
0.0,30,1048.644856,False
0.0,30,1108.598565,False
3.0,30,1178.860285,True
2.2,30,1253.98861,True
0.0,30,1326.236647,False
2.0,30,1380.057429,True
3.0,30,1439.96335,True
0.0,30,1500.610698,False
0.0,30,1567.460039,False
0.0,30,1631.187253,False
2.5,30,1694.714871,True
0.0,30,1759.3266,False
0.0,30,1822.253148,False
0.0,30,1891.191784,False
0.0,30,1962.708975,False
0.0,30,2030.827769,False
0.0,30,2096.336571,False
0.7,30,2149.477149,True
0.0,30,2560.225262,False
0.0,30,2617.43126,False
0.0,30,2681.309724,False
0.0,30,2745.146127,False
0.0,30,2802.641668,False
3.0,30,2868.269031,True
0.0,30,2926.838212,False
0.0,30,2989.705582,False
3.0,30,3055.636269,True
2.9,30,3125.141876,True
0.0,30,3188.63945,False
0.0,30,3249.85272,False
0.0,30,3316.9357,False
0.0,30,3374.278035,False
0.0,30,3442.309642,False
0.0,30,3501.311625,False
0.0,30,3567.017793,False
0.0,30,3629.086006,False
0.0,30,3687.702875,False
0.0,30,3742.847942,False
0.0,30,3805.369656,False
2.7,30,3864.100685,True
2.1,30,3927.656075,True
0.0,30,3987.577457,False
0.0,30,4039.428798,False
2.4,30,4093.28049,True
0.0,30,4155.19041,False
3.0,30,4213.62817,True
0.0,30,4277.475781,False
1.5,30,4340.036255,True
1.1,30,4408.143327,True
0.0,30,4464.800451,False
0.0,30,4522.177407,False
0.0,30,4581.169828,False
3.0,30,5060.526195,True
0.0,30,5122.206067,False
0.0,30,5170.411377,False
0.0,30,5223.068706,False
2.5,30,5290.878588,True
0.0,30,5354.888996,False
0.0,30,5415.220399,False
0.0,30,5475.261867,False
0.0,30,5530.425229,False
2.6,30,5580.546029,True
0.0,30,5638.526117,False
2.8,30,5706.460145,True
0.0,30,5760.921628,False
0.0,30,5822.082644,False
0.0,30,5876.685139,False
0.0,30,5934.226861,False
0.0,30,5989.330784,False
0.0,30,6050.088144,False
0.0,30,6102.287158,False
0.0,30,6159.838742,False
3.0,30,6225.006646,True
0.0,30,6286.396742,False
0.0,30,6351.394885,False
0.0,30,6406.722776,False
0.0,30,6461.974142,False
2.1,30,6524.677924,True
0.0,30,6588.789185,False
0.0,30,6643.914286,False
0.0,30,6698.199951,False
0.0,30,6759.425543,False
0.0,30,6834.35543,False
0.0,30,6886.768479,False
0.0,30,6942.801198,False
0.0,30,7008.229215,False
0.0,30,7427.106101,False
0.0,30,7484.696915,False
2.8,30,7545.440516,True
0.0,30,7604.595135,False
0.0,30,7652.06706,False
0.0,30,7697.294924,False
2.8,30,7753.539007,True
0.0,30,7815.641575,False
0.0,30,7862.920697,False
0.0,30,7931.85148,False
0.0,30,7989.098904,False
0.0,30,8050.450693,False
0.0,30,8109.772056,False
0.0,30,8163.02542,False
0.0,30,8224.550983,False
0.0,30,8273.262416,False
0.0,30,8337.385781,False
0.0,30,8392.61261,False
0.0,30,8453.020477,False
0.0,30,8516.758595,False
0.0,30,8573.679121,False
1.6,30,8632.85922,True
0.0,30,8691.994482,False
0.0,30,8745.624887,False
0.0,30,8806.240709,False
0.0,30,8862.566774,False
0.0,30,8924.078547,False
0.0,30,8979.051624,False
2.7,30,9049.12323,True
1.5,30,9103.073362,False
0.0,30,9174.174082,False
0.0,30,9239.71745,False
0.0,30,9286.093216,False
0.0,30,9342.401272,False
0.0,30,9722.398249,False
0.0,30,9783.35481,False
3.0,30,9846.611026,True
0.0,30,9906.719648,False
0.0,30,9969.097154,False
0.0,30,10026.893008,False
3.0,30,10100.068204,True
0.0,30,10154.645327,False
0.0,30,10205.537689,False
0.0,30,10264.716305,False
3.0,30,10326.713032,True
0.0,30,10394.649774,False
0.0,30,10453.507014,False
0.0,30,10523.329441,False
0.0,30,10592.126785,False
0.0,30,10655.581783,False
2.2,30,10721.945673,True
3.0,30,10774.033564,True
0.0,30,10836.911379,False
2.5,30,10896.064724,True
0.0,30,10954.901382,False
0.0,30,11016.006488,False
0.0,30,11077.737264,False
0.0,30,11139.953153,False
0.0,30,11200.342726,False
0.0,30,11260.334837,False
0.0,30,11312.781108,False
0.0,30,11366.222625,False
0.0,30,11423.464942,False
2.9,30,11480.889875,True
0.0,30,11542.990091,False
0.0,30,11605.884429,False
0.0,30,11660.652906,False
0.0,30,11712.876875,False
0.0,30,12127.712376,False
0.0,30,12190.935168,False
1.5,30,12256.619325,True
2.0,30,12304.596952,True
0.0,30,12364.435129,False
0.0,30,12419.136368,False
0.0,30,12490.512565,False
2.9,30,12551.810059,True
0.0,30,12609.16744,False
0.0,30,12670.160419,False
0.0,30,12726.034778,False
0.0,30,12776.973564,False
2.5,30,12835.492295,True
0.0,30,12889.156796,False
0.0,30,12949.757902,False
2.6,30,13010.194295,True
0.0,30,13075.247043,False
3.0,30,13129.349919,True
0.0,30,13180.274509,False
0.0,30,13235.577583,False
0.0,30,13287.464752,False
0.0,30,13351.98366,False
0.0,30,13412.687116,False
2.7,30,13464.505237,True
0.0,30,13528.867623,False
2.1,30,13585.825467,True
0.0,30,13644.855565,False
0.0,30,13699.786521,False
0.0,30,13763.68532,False
0.0,30,13829.941911,False
0.0,30,13888.695679,False
2.5,30,13948.319109,True
0.0,30,14009.859578,False
0.0,30,14063.235472,False
0.0,30,14475.591093,False
0.0,30,14532.640198,False
0.6,30,14596.350731,False
0.0,30,14662.74553,False
2.7,30,14710.432667,True
0.0,30,14761.834588,False
0.0,30,14811.692713,False
0.0,30,14864.807681,False
0.0,30,14923.303281,False
2.8,30,14979.650476,True
0.0,30,15038.571721,False
2.7,30,15075.187989,True
0.0,30,15131.294219,False
2.5,30,15182.265642,True
0.0,30,15238.072039,False
0.0,30,15296.484242,False
0.0,30,15347.660055,False
0.0,30,15402.770153,False
0.0,30,15457.798914,False
0.0,30,15503.505829,False
0.0,30,15556.815142,False
2.0,30,15611.822488,True
0.0,30,15675.68515,False
0.0,30,15734.778448,False
0.0,30,15797.790478,False
0.0,30,15853.822019,False
0.0,30,15910.45865,False
0.0,30,15968.944753,False
0.0,30,16028.629109,False
0.0,30,16077.178704,False
0.0,30,16140.25081,False
0.0,30,16192.503518,False
2.8,30,16255.696582,True
0.0,30,16316.115885,False
0.0,30,16739.705155,False
0.0,30,16794.284491,False
2.7,30,16854.715187,True
2.8,30,16916.27421,True
0.0,30,16970.284255,False
0.0,30,17022.63115,False
