#{"t_start": 1770256122.7729638, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
2.6,30,92.90316,True
0.0,30,154.234055,False
0.0,30,209.056956,False
0.0,30,270.052955,False
0.0,30,322.128058,False
0.0,30,383.28019,False
3.0,30,452.546899,True
0.0,30,496.639419,False
0.0,30,561.137429,False
2.9,30,627.089332,True
0.0,30,685.343515,False
0.0,30,749.75981,False
0.0,30,804.393985,False
0.0,30,860.165394,False
3.0,30,920.574207,True
2.2,30,981.766047,True
0.0,30,1044.492403,False
0.0,30,1105.510497,False
2.8,30,1175.502899,True
0.0,30,1251.170989,False
0.0,30,1323.272572,False
0.0,30,1376.183607,False
2.4,30,1435.549793,True
0.0,30,1497.127552,False
0.0,30,1564.339959,False
0.0,30,1628.311314,False
2.7,30,1692.066191,True
2.8,30,1757.320181,True
2.0,30,1818.627325,False
3.0,30,1889.772883,True
0.3,30,1958.754549,True
2.6,30,2027.028559,True
0.0,30,2093.565994,False
0.0,30,2146.216171,False
0.0,30,2558.056229,False
0.0,30,2614.528903,False
3.0,30,2679.139526,True
0.0,30,2741.263599,False
0.0,30,2799.025964,False
0.0,30,2862.157276,False
0.0,30,2923.841854,False
0.0,30,2986.004569,False
0.0,30,3052.941247,False
0.0,30,3121.912874,False
0.0,30,3185.884349,False
0.0,30,3246.882797,False
0.0,30,3314.262779,False
2.3,30,3370.773346,True
0.0,30,3438.202518,False
0.0,30,3498.02546,False
3.0,30,3564.20091,True
0.0,30,3625.936974,False
0.0,30,3683.965122,False
0.0,30,3740.208954,False
0.0,30,3802.510587,False
3.0,30,3862.142698,True
1.9,30,3924.80531,True
0.0,30,3985.978209,False
0.0,30,4037.017704,False
0.0,30,4087.970515,False
0.0,30,4152.208057,False
0.0,30,4209.703033,False
0.0,30,4274.321646,False
0.0,30,4338.226238,False
0.6,30,4404.755598,True
0.0,30,4462.068754,False
0.0,30,4518.482246,False
0.0,30,4578.977751,False
0.0,30,5057.304384,False
0.0,30,5120.512312,False
0.0,30,5167.139666,False
0.0,30,5219.765208,False
0.0,30,5287.671669,False
0.0,30,5351.081986,False
0.0,30,5411.915653,False
0.0,30,5471.670613,False
0.0,30,5526.746735,False
1.0,30,5577.149158,True
0.0,30,5635.083746,False
0.0,30,5703.247102,False
2.7,30,5757.33242,True
0.5,30,5818.742244,False
0.0,30,5873.114261,False
0.0,30,5930.333811,False
0.0,30,5985.539039,False
0.0,30,6047.002131,False
0.0,30,6099.066314,False
0.0,30,6156.546337,False
0.0,30,6222.017134,False
0.0,30,6283.527113,False
0.0,30,6348.063351,False
0.0,30,6403.164195,False
3.0,30,6458.540287,True
2.3,30,6521.305796,True
3.0,30,6584.680169,True
2.7,30,6640.245012,True
0.0,30,6695.060184,False
0.0,30,6755.816204,False
2.0,30,6829.977171,True
1.0,30,6883.281411,True
0.0,30,6939.09371,False
0.0,30,7004.222103,False
2.8,30,7425.153945,True
0.0,30,7480.662616,False
0.0,30,7542.540323,False
0.0,30,7601.146412,False
0.0,30,7649.229699,False
0.0,30,7693.825595,False
0.0,30,7750.628451,False
0.0,30,7811.458612,False
3.0,30,7860.751192,True
0.0,30,7928.265554,False
0.0,30,7986.235343,False
0.0,30,8046.718776,False
0.0,30,8107.056699,False
0.0,30,8159.723187,False
0.0,30,8221.160194,False
0.0,30,8269.851862,False
3.0,30,8334.96537,True
0.0,30,8388.968697,False
2.7,30,8449.500127,True
0.0,30,8513.267242,False
0.0,30,8569.9075,False
0.0,30,8630.123223,False
0.0,30,8688.591727,False
0.0,30,8742.310653,False
0.0,30,8802.371522,False
0.0,30,8859.141022,False
0.0,30,8921.189965,False
0.0,30,8975.543882,False
2.5,30,9045.736399,True
0.0,30,9099.098195,False
0.0,30,9170.625252,False
0.0,30,9236.361511,False
0.0,30,9282.266356,False
0.0,30,9339.051975,False
0.0,30,9718.868882,False
2.9,30,9779.877663,True
0.0,30,9843.377475,False
0.0,30,9903.092753,False
0.0,30,9965.711895,False
0.0,30,10023.781418,False
0.0,30,10095.490223,False
0.0,30,10151.071827,False
2.4,30,10202.099263,True
1.7,30,10260.851978,True
0.0,30,10323.810968,False
0.0,30,10391.482478,False
0.0,30,10449.361233,False
2.4,30,10520.14447,True
0.0,30,10589.285047,False
0.0,30,10651.429052,False
0.0,30,10719.005483,False
0.0,30,10770.282251,False
0.0,30,10833.553446,False
0.0,30,10892.923947,False
0.0,30,10951.454129,False
0.0,30,11012.565592,False
0.0,30,11074.413266,False
0.0,30,11137.179671,False
0.0,30,11196.138472,False
2.6,30,11256.81921,True
0.0,30,11309.603334,False
0.0,30,11363.683118,False
0.0,30,11419.950761,False
0.0,30,11477.80162,False
3.0,30,11540.667679,True
0.0,30,11603.037901,False
0.0,30,11657.472199,False
0.0,30,11709.407528,False
0.0,30,12124.278364,False
0.0,30,12187.441348,False
3.0,30,12253.208818,True
0.0,30,12301.268994,False
0.0,30,12361.076399,False
0.0,30,12415.806123,False
0.0,30,12486.960193,False
0.0,30,12549.074449,False
0.0,30,12605.678857,False
1.8,30,12665.998373,True
0.0,30,12722.963191,False
3.0,30,12774.14303,True
0.0,30,12832.294823,False
0.0,30,12885.850852,False
0.0,30,12946.124777,False
1.6,30,13006.815114,True
0.0,30,13070.711901,False
0.0,30,13126.127843,False
0.0,30,13176.782776,False
0.6,30,13232.030958,True
0.0,30,13284.566232,False
2.0,30,13348.227342,True
2.3,30,13408.593548,True
0.0,30,13462.493094,False
0.0,30,13525.681428,False
0.0,30,13582.70884,False
2.7,30,13641.907743,True
0.0,30,13696.489748,False
0.0,30,13760.808078,False
0.0,30,13825.947383,False
0.0,30,13884.883003,False
0.0,30,13945.133629,False
2.8,30,14006.152503,True
0.0,30,14060.265536,False
0.0,30,14472.516972,False
0.0,30,14529.875638,False
0.0,30,14593.01247,False
2.5,30,14658.741871,True
0.0,30,14707.743626,False
0.0,30,14758.916322,False
0.0,30,14808.495101,False
2.5,30,14861.195887,True
0.0,30,14920.477221,False
0.0,30,14976.430279,False
3.0,30,15035.914922,True
0.0,30,15071.930889,False
2.7,30,15129.452451,True
0.0,30,15179.38918,False
0.0,30,15234.406981,False
2.9,30,15292.422281,True
0.0,30,15344.35535,False
0.0,30,15397.989171,False
0.0,30,15454.373841,False
0.6,30,15499.993273,True
0.0,30,15552.856225,False
2.3,30,15608.428729,True
0.0,30,15672.375281,False
0.0,30,15731.195736,False
2.8,30,15793.754617,True
1.0,30,15851.189177,True
0.0,30,15906.966538,False
2.7,30,15965.406556,True
0.0,30,16025.611174,False
0.0,30,16074.426162,False
0.9,30,16136.295578,False
0.0,30,16188.872897,False
0.0,30,16252.799558,False
0.0,30,16312.695284,False
2.5,30,16736.056844,True
0.0,30,16790.546602,False
0.0,30,16851.801086,False
0.0,30,16913.092293,False
0.0,30,16966.695087,False
0.0,30,17019.273917,False
