#{"t_start": 1770256121.1681268, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
0.0,30,92.92348,False
1.2,30,154.932569,True
0.0,30,210.535007,False
0.0,30,271.621631,False
0.0,30,323.966157,False
0.0,30,384.840705,False
0.0,30,452.791913,False
0.0,30,498.416194,False
3.0,30,561.727447,True
3.0,30,629.585368,True
0.0,30,687.434155,False
2.1,30,750.458017,True
2.0,30,805.786239,True
0.0,30,862.193855,False
0.0,30,921.018986,False
0.0,30,983.734177,False
0.0,30,1046.31449,False
3.0,30,1106.63792,True
0.0,30,1176.823389,False
0.2,30,1253.307495,False
2.2,30,1324.388807,True
2.3,30,1377.605116,True
0.0,30,1437.486347,False
2.7,30,1500.222956,True
1.7,30,1565.348572,True
3.0,30,1630.214675,True
3.0,30,1692.932752,True
0.0,30,1757.824969,False
0.0,30,1820.092394,False
0.0,30,1888.373748,False
0.0,30,1961.119085,False
0.0,30,2028.989396,False
0.0,30,2094.663494,False
0.0,30,2147.799,False
2.3,30,2558.305937,True
0.0,30,2615.908534,False
0.0,30,2680.154095,False
0.0,30,2742.838784,False
0.0,30,2800.636147,False
2.4,30,2863.558688,True
0.0,30,2924.571086,False
0.0,30,2988.596152,False
0.0,30,3054.734138,False
0.0,30,3123.540182,False
2.9,30,3186.595264,True
0.0,30,3248.282117,False
2.5,30,3315.062188,True
1.6,30,3371.963323,True
2.3,30,3440.896018,True
0.0,30,3500.529969,False
0.0,30,3565.456638,False
0.0,30,3627.069127,False
0.0,30,3685.279866,False
0.0,30,3741.109064,False
0.0,30,3803.198592,False
0.0,30,3862.555604,False
0.0,30,3925.390559,False
0.0,30,3985.815578,False
0.0,30,4037.472408,False
3.0,30,4090.303036,True
0.0,30,4153.994423,False
0.0,30,4211.125606,False
0.0,30,4275.793036,False
0.0,30,4337.693128,False
0.0,30,4406.510847,False
0.0,30,4463.477523,False
0.0,30,4520.460152,False
3.0,30,4580.571534,True
0.0,30,5059.19378,False
0.0,30,5121.008722,False
0.0,30,5168.577195,False
0.0,30,5221.344252,False
0.0,30,5289.598915,False
0.0,30,5353.17551,False
0.0,30,5413.490948,False
2.3,30,5473.169721,True
2.6,30,5528.223037,True
0.0,30,5578.917851,False
0.0,30,5636.621985,False
2.0,30,5704.687426,True
0.0,30,5759.031381,False
0.0,30,5819.842514,False
0.0,30,5874.92439,False
0.0,30,5931.936804,False
0.0,30,5988.266522,False
0.0,30,6048.318224,False
0.0,30,6100.391273,False
0.0,30,6158.115475,False
0.0,30,6223.391938,False
0.0,30,6285.002402,False
0.0,30,6349.730225,False
0.0,30,6404.719313,False
2.8,30,6460.123292,True
1.8,30,6522.894241,True
0.0,30,6586.385344,False
0.0,30,6642.042246,False
1.0,30,6696.149716,True
0.0,30,6757.257993,False
0.0,30,6831.736137,False
0.0,30,6885.588066,False
0.0,30,6940.81174,False
0.0,30,7006.324993,False
0.0,30,7425.279975,False
0.0,30,7482.254715,False
0.0,30,7543.800737,False
0.0,30,7602.749089,False
0.0,30,7650.804927,False
0.0,30,7695.496829,False
0.0,30,7751.897866,False
3.0,30,7812.899906,True
0.0,30,7861.818477,False
2.4,30,7930.927302,True
2.2,30,7988.582115,True
0.0,30,8048.509871,False
0.0,30,8108.314047,False
0.0,30,8161.193995,False
0.0,30,8223.423662,False
0.0,30,8271.47474,False
0.0,30,8336.028193,False
0.6,30,8390.44698,True
0.0,30,8451.222187,False
0.0,30,8515.160619,False
0.0,30,8571.993066,False
2.9,30,8632.762439,True
0.0,30,8690.00096,False
0.0,30,8744.601928,False
2.6,30,8803.932861,True
0.0,30,8860.716522,False
0.0,30,8922.042116,False
0.0,30,8977.341068,False
2.9,30,9047.342821,True
2.5,30,9100.423198,True
0.0,30,9172.395696,False
0.0,30,9238.472507,False
0.0,30,9283.990275,False
0.0,30,9340.697784,False
0.0,30,9720.84458,False
0.0,30,9781.664477,False
1.2,30,9844.814415,True
0.0,30,9904.685775,False
0.0,30,9967.180985,False
0.0,30,10025.855681,False
0.0,30,10097.462841,False
0.0,30,10152.59592,False
0.0,30,10204.039604,False
2.4,30,10262.441417,True
0.0,30,10324.244522,False
0.0,30,10392.804223,False
0.0,30,10451.653771,False
0.0,30,10520.914243,False
0.0,30,10590.616068,False
0.0,30,10653.15417,False
0.0,30,10720.660056,False
0.0,30,10771.969602,False
3.0,30,10836.563848,True
0.0,30,10894.932146,False
0.0,30,10953.369934,False
0.0,30,11014.319638,False
2.7,30,11075.82149,True
2.3,30,11138.09523,True
3.0,30,11197.90203,True
0.0,30,11258.829674,False
0.0,30,11311.099357,False
0.0,30,11364.481524,False
2.7,30,11421.753381,True
0.0,30,11479.393768,False
0.0,30,11541.29206,False
0.0,30,11604.28463,False
0.0,30,11658.664716,False
2.7,30,11710.881672,True
0.0,30,12125.916182,False
0.0,30,12189.357496,False
0.0,30,12254.723869,False
0.0,30,12303.878706,False
0.0,30,12362.831256,False
0.0,30,12417.276137,False
0.0,30,12488.841431,False
0.0,30,12551.332901,False
0.0,30,12606.546794,False
0.0,30,12668.034969,False
0.0,30,12724.599864,False
0.0,30,12774.790016,False
0.0,30,12833.989983,False
2.2,30,12887.241064,True
0.0,30,12947.74685,False
0.0,30,13008.744955,False
0.0,30,13073.50066,False
0.0,30,13127.653865,False
0.0,30,13178.565599,False
0.0,30,13234.15844,False
2.8,30,13285.489691,True
0.0,30,13350.021091,False
0.0,30,13410.36849,False
0.0,30,13462.95414,False
0.0,30,13527.266989,False
0.0,30,13584.164182,False
0.0,30,13643.084543,False
2.8,30,13699.067333,True
0.0,30,13762.080984,False
0.0,30,13828.193129,False
0.0,30,13886.396581,False
2.7,30,13946.545335,True
0.0,30,14007.874171,False
0.0,30,14061.487826,False
0.0,30,14474.089333,False
0.0,30,14531.44572,False
0.0,30,14595.218821,False
2.2,30,14660.877317,False
0.0,30,14709.300881,False
0.0,30,14759.957067,False
0.0,30,14810.707957,False
0.0,30,14862.946022,False
0.4,30,14921.280561,True
0.0,30,14978.061574,False
0.0,30,15036.856164,False
0.0,30,15073.584045,False
1.7,30,15129.397378,True
0.0,30,15180.600314,False
0.0,30,15236.486405,False
2.2,30,15294.031812,True
0.0,30,15345.864523,False
0.0,30,15399.97214,False
0.0,30,15456.478061,False
0.0,30,15501.890123,False
0.0,30,15554.715982,False
0.0,30,15610.214749,False
0.0,30,15674.116299,False
0.0,30,15732.915891,False
0.0,30,15795.930321,False
0.0,30,15851.918374,False
0.0,30,15908.530851,False
0.0,30,15967.206834,False
0.0,30,16026.626001,False
2.6,30,16075.088668,True
3.0,30,16139.02477,True
0.0,30,16190.592957,False
0.0,30,16253.86389,False
0.0,30,16314.598908,False
1.6,30,16737.664019,True
0.0,30,16792.024455,False
0.0,30,16853.168949,False
0.0,30,16915.657513,False
3.0,30,16968.542395,True
0.4,30,17021.174469,False
0.0,30,17078.012482,False
0.0,30,17136.521928,False
0.0,30,17197.509099,False
0.0,30,17260.877027,False
0.0,30,17321.050332,False
0.0,30,17368.20585,False
0.0,30,17420.929769,False
0.0,30,17472.838305,False
0.0,30,17531.910983,False
0.0,30,17584.250675,False
3.0,30,17655.559109,True
0.0,30,17718.16477,False
2.2,30,17778.961588,True
0.0,30,17836.690008,False
0.0,30,17887.694594,False
0.0,30,17940.092387,False
0.0,30,18001.235211,False
0.0,30,18060.36979,False
0.0,30,18123.62527,False
2.8,30,18187.642025,True
0.0,30,18238.623365,False
1.6,30,18296.192025,True
0.0,30,18354.891704,False
3.0,30,18414.566085,True
0.0,30,18474.30889,False
0.0,30,18536.079822,False
0.0,30,18589.503567,False
0.0,30,18640.741942,False
0.0,30,18708.219092,False
2.7,30,19082.210424,True
0.0,30,19136.266753,False
0.0,30,19196.565831,False
2.8,30,19247.868213,True
0.0,30,19307.425642,False
2.9,30,19362.332093,True
0.0,30,19414.719899,False
0.0,30,19469.030449,False
