#{"t_start": 1775616035.8355494, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
0.0,30,6.584477,False
0.0,30,8.694523,False
0.0,30,10.729548,False
0.0,30,12.800733,False
0.0,30,14.972928,False
0.0,30,17.322543,False
0.0,30,19.575898,False
0.0,30,21.716415,False
0.0,30,23.671581,False
0.0,30,25.747574,False
0.0,30,28.00118,False
0.0,30,30.288793,False
0.0,30,32.624508,False
0.0,30,35.052167,False
0.0,30,37.012379,False
0.0,30,39.065793,False
0.0,30,41.382456,False
0.0,30,43.363326,False
0.0,30,45.398683,False
0.0,30,47.446642,False
0.0,30,49.551533,False
0.0,30,51.453725,False
0.0,30,53.456172,False
0.0,30,55.964017,False
0.0,30,58.051226,False
0.0,30,60.479277,False
0.0,30,62.864813,False
0.0,30,64.958995,False
0.0,30,67.037806,False
0.0,30,69.166438,False
