#{"t_start": 1775616035.8005824, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
0.0,30,6.620716,False
0.0,30,8.724457,False
0.0,30,10.770135,False
0.0,30,12.874384,False
0.0,30,15.039764,False
0.0,30,17.383785,False
0.0,30,19.701305,False
0.0,30,21.721812,False
0.0,30,23.715842,False
0.0,30,25.779438,False
0.0,30,28.067764,False
0.0,30,30.277419,False
0.0,30,32.668262,False
0.0,30,35.085896,False
0.0,30,37.013529,False
0.0,30,39.102512,False
0.0,30,41.383602,False
0.0,30,43.396803,False
0.0,30,45.4659,False
0.0,30,47.476414,False
0.0,30,49.579187,False
0.0,30,51.464232,False
0.0,30,53.488453,False
0.0,30,55.996095,False
0.0,30,58.091694,False
0.0,30,60.518904,False
0.0,30,62.920102,False
0.0,30,64.991422,False
0.0,30,67.090647,False
0.0,30,69.208566,False
