#{"t_start": 1775616035.8272119, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
0.0,30,6.59879,False
0.0,30,8.702188,False
0.0,30,10.731411,False
0.0,30,12.850036,False
0.0,30,15.005013,False
0.0,30,17.368253,False
0.0,30,19.618921,False
0.0,30,21.724632,False
0.0,30,23.679519,False
0.0,30,25.752452,False
0.0,30,28.037583,False
0.0,30,30.281747,False
0.0,30,32.631943,False
0.0,30,35.027759,False
0.0,30,36.989389,False
0.0,30,39.170414,False
0.0,30,41.400687,False
0.0,30,43.408547,False
0.0,30,45.405168,False
0.0,30,47.449685,False
0.0,30,49.526022,False
0.0,30,51.474411,False
0.0,30,53.455926,False
0.0,30,55.968066,False
0.0,30,58.06097,False
0.0,30,60.510461,False
0.0,30,62.922158,False
0.0,30,64.969985,False
0.0,30,67.010881,False
0.0,30,69.165672,False
