#{"t_start": 1775616035.8265579, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
0.0,30,6.562972,False
0.0,30,8.705109,False
0.0,30,10.731758,False
0.0,30,12.838855,False
0.0,30,15.016097,False
0.0,30,17.362632,False
0.0,30,19.587995,False
0.0,30,21.730737,False
0.0,30,23.681143,False
0.0,30,25.75331,False
0.0,30,28.010826,False
0.0,30,30.286948,False
0.0,30,32.634306,False
0.0,30,35.069952,False
0.0,30,37.01348,False
0.0,30,39.041186,False
0.0,30,41.392586,False
0.0,30,43.367399,False
0.0,30,45.440575,False
0.0,30,47.441402,False
0.0,30,49.592567,False
0.0,30,51.474298,False
0.0,30,53.468908,False
0.0,30,55.979485,False
0.0,30,58.06859,False
0.0,30,60.498655,False
0.0,30,62.904252,False
0.0,30,64.974116,False
0.0,30,67.046519,False
0.0,30,69.144439,False
