#{"t_start": 1775616035.829415, "env_id": "FetchBridgeBullet7Blocks-v1"}
r,l,t,is_success
0.0,30,6.593546,False
0.0,30,8.672254,False
0.0,30,10.761845,False
0.0,30,12.806323,False
0.0,30,15.009146,False
0.0,30,17.375681,False
0.0,30,19.623516,False
0.0,30,21.719377,False
0.0,30,23.677895,False
0.0,30,25.780032,False
0.0,30,28.038128,False
0.0,30,30.277611,False
0.0,30,32.627047,False
0.0,30,35.060699,False
0.0,30,37.01093,False
0.0,30,39.07442,False
0.0,30,41.381865,False
0.0,30,43.333089,False
0.0,30,45.455284,False
0.0,30,47.448268,False
0.0,30,49.557577,False
0.0,30,51.459514,False
0.0,30,53.45906,False
0.0,30,55.965854,False
0.0,30,58.057892,False
0.0,30,60.484272,False
0.0,30,62.909804,False
0.0,30,64.96979,False
0.0,30,67.061244,False
0.0,30,69.173225,False
